24,36
24,60
36,42
47,6
49,77
50,15
56,46
68,70
77,5
91,66
111,96
119,64
123,81
125,79
132,93
134,15
137,21
155,27
158,95
163,37
168,51
190,95
194,36
206,46
206,46
211,4
231,24
246,66
256,82
259,46
278,39
291,6
299,92
307,29
314,40
319,87
325,30
325,25
327,23
346,58
353,50
357,21
365,97
393,36
396,38
399,2
409,24
414,38
423,3
424,6
435,7
450,71
454,16
454,78
463,50
469,21
475,19
481,38
490,27
498,92
507,57
519,46
541,50
548,35
550,84
567,60
575,23
579,2
584,92
584,50
585,49
592,96
603,21
607,23
609,86
613,2
616,66
627,47
636,37
637,24
638,23
649,84
665,35
669,60
672,89
677,35
689,51
701,24
710,50
717,32
718,4
718,71
724,47
725,87
725,65
736,30
750,78
773,46
779,5
780,98
789,1
790,54
791,5
798,86
808,49
819,65
833,50
840,64
849,42
858,32
863,54
884,1
885,28
887,5
887,58
892,15
902,82
907,47
912,27
920,55
923,90
925,84
925,22
926,11
928,96
934,97
945,35
946,80
950,4
952,57
952,82
957,23
959,97
972,78
973,60
979,54
986,60
988,66
990,60
994,89
995,87
998,57
1025,73
1039,77
1039,55
1047,58
1052,24
1077,24
1078,6
1091,70
1091,36
1092,55
1094,77
1100,95
1100,71
1106,92
1107,96
1128,58
1132,33
1135,3
1141,20
1145,92
1153,64
1160,73
1166,90
1172,65
1174,66
1191,24
1198,60
1212,2
1215,89
1237,3
1239,64
1246,85
1247,58
1254,75
1255,27
1259,22
1262,66
1264,73
1265,84
1268,86
1270,3
1273,47
1274,89
1282,42
1283,37
1308,36
1313,27
1314,24
1325,79
1330,46
1333,71
1345,4
1345,4
1346,83
1356,23
1357,10
1358,46
1380,29
1390,98
1396,40
1408,98
1430,49
1436,90
1442,24
1447,28
1453,38
1464,15
1468,89
1468,98
1469,24
1474,93
1480,11
1523,10
1524,42
1535,64
1535,77
1536,19
1538,54
1552,98
1566,46
1568,51
1583,6
1590,73
1592,71
1592,60
1600,100
1604,32
1608,11
1609,7
1609,46
1622,7
1637,15
1637,23
1642,65
1655,38
1672,81
1679,23
1682,47
1684,39
1696,6
1699,15
1700,55
1703,51
1705,64
1707,6
1713,84
1720,93
1724,80
1725,25
1727,89
1746,35
1750,61
1750,58
1759,28
1759,32
1772,65
1773,1
1794,2
1831,12
1855,23
1859,90
1862,46
1877,60
1881,64
1883,39
1890,2
1890,66
1900,15
1926,3
1932,28
1937,28
1938,27
1942,29
1961,29
1969,87
1983,20
2030,60
2036,15
2044,24
2048,7
2050,37
2061,80
2074,30
2077,38
2084,22
2086,39
2095,90
2102,98
2103,65
2112,100
2130,71
2132,46
2147,40
2156,11
2157,46
2162,55
2169,89
2179,71
2179,19
2213,61
2231,5
2231,98
2237,60
2244,23
2265,28
2277,40
2286,81
2286,36
2290,60
2294,3
2303,23
2306,79
2330,66
2331,27
2333,32
2335,1
2362,2
2362,2
2366,92
2370,39
2377,95
2380,1
2383,37
2384,78
2388,77
2392,40
2413,28
2428,93
2429,21
2435,21
2443,5
2447,42
2449,22
2470,84
2477,28
2478,10
2483,4
2485,7
2489,37
2490,100
2504,77
2505,60
2513,61
2532,95
2543,58
2545,7
2555,7
2556,81
2559,39
2562,11
2577,60
2580,65
2589,32
2601,79
2622,25
2624,23
2624,97
2625,97
2630,66
2639,66
2646,2
2650,7
2656,23
2679,60
2681,96
2686,1
2691,46
2698,24
2701,24
2702,15
2705,19
2705,10
2716,87
2719,65
2726,85
2732,25
2743,93
2745,50
2754,60
2764,55
2764,12
2769,29
2777,60
2783,82
2785,79
2796,79
2798,28
2800,39
2804,30
2819,6
2852,89
2852,46
2858,50
2859,73
2873,93
2882,30
2882,38
2886,81
2888,80
2889,2
2895,27
2902,24
2908,73
2909,95
2928,7
2934,2
2937,83
2939,71
2955,78
2959,100
2970,19
2973,47
2976,66
2979,51
2980,22
2993,1
2998,47
3010,39
3018,100
3029,54
3029,36
3048,19
3055,15
3059,65
3063,38
3081,65
3102,86
3103,100
3104,64
3113,16
3119,50
3125,2
3136,66
3138,6
3140,87
3142,19
3145,78
3145,73
3155,100
3166,87
3178,40
3180,86
3182,92
3189,30
3203,71
3203,40
3204,86
3208,46
3210,36
3238,65
3240,38
3242,98
3250,100
3267,15
3268,32
3271,79
3272,2
3276,73
3277,96
3278,37
3280,92
3288,73
3294,70
3298,46
3305,1
3307,10
3324,39
3327,46
3331,66
3336,55
3339,58
3344,31
3352,92
3354,37
3365,78
